session_id,avg_time_per_page,avg_time_per_product,avg_time_per_review,time_to_first_product,time_to_first_cart,time_to_checkout,time_to_purchase,cart_to_purchase_time,product_views_before_cart,searches_before_cart,reviews_before_purchase,filters_before_purchase
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0536,1014.2857142857143,2366.6666666666665,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0539,1057.142857142857,2466.6666666666665,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0542,1071.4285714285713,2500.0,0.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0545,1057.142857142857,2466.6666666666665,0.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0548,1042.857142857143,2433.3333333333335,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0551,1057.142857142857,2466.6666666666665,0.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0554,1042.857142857143,2433.3333333333335,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0557,1057.142857142857,2466.6666666666665,0.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0560,1042.857142857143,2433.3333333333335,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0563,1057.142857142857,2466.6666666666665,0.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0566,1085.7142857142858,2533.3333333333335,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0569,1042.857142857143,2433.3333333333335,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0572,1042.857142857143,2433.3333333333335,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0575,1071.4285714285713,2500.0,0.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0578,1042.857142857143,2433.3333333333335,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0581,1057.142857142857,2466.6666666666665,0.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0584,1057.142857142857,2466.6666666666665,0.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0587,1042.857142857143,2433.3333333333335,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0590,1042.857142857143,2433.3333333333335,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0593,1057.142857142857,2466.6666666666665,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0596,1042.857142857143,2433.3333333333335,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0599,1042.857142857143,2433.3333333333335,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0602,1366.6666666666667,2766.6666666666665,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0605,875.0,2333.3333333333335,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0608,844.4444444444445,2533.3333333333335,0.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0611,1110.0,2775.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0614,1010.0,2525.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0617,1088.888888888889,2450.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0620,1000.0,2250.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0623,1100.0,2475.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0626,1033.3333333333333,2325.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0629,1077.7777777777778,2425.0,0.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0632,1033.3333333333333,2325.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0635,1212.5,2425.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0638,1044.4444444444443,2350.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0641,1110.0,2775.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0644,1162.5,2325.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0647,1022.2222222222222,2300.0,0.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0650,1162.5,2325.0,0.0,4600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0653,1022.2222222222222,2300.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0656,1162.5,2325.0,0.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0659,1162.5,2325.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0662,1022.2222222222222,2300.0,0.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0665,1162.5,2325.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0668,1175.0,2350.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0671,1162.5,2325.0,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0674,1022.2222222222222,2300.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0677,1162.5,2325.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0680,1150.0,2300.0,0.0,4600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0683,1150.0,2300.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0686,1162.5,2325.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0689,1150.0,2300.0,0.0,4600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0692,1150.0,2300.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0695,1022.2222222222222,2300.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0698,1162.5,2325.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0701,1150.0,2300.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0704,1162.5,2325.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0707,1150.0,2300.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0710,1150.0,2300.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0713,1162.5,2325.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0716,1150.0,2300.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0719,1150.0,2300.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0722,1022.2222222222222,2300.0,0.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0725,1162.5,2325.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0728,1022.2222222222222,2300.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0731,1162.5,2325.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0734,1150.0,2300.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0737,1162.5,2325.0,0.0,4600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0740,1162.5,2325.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0743,1022.2222222222222,2300.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0746,1022.2222222222222,2300.0,0.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0749,1150.0,2300.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0752,1144.4444444444443,2575.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0755,1188.888888888889,2675.0,0.0,5100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0758,1111.111111111111,2500.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0761,888.8888888888889,2000.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0764,1100.0,2475.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0767,1020.0,2550.0,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0770,1088.888888888889,2450.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0773,1088.888888888889,2450.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0776,1122.2222222222222,2525.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0779,1077.7777777777778,2425.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0782,1111.111111111111,2500.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0785,1122.2222222222222,2525.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0788,888.8888888888889,2000.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0791,1100.0,2475.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0794,1020.0,2550.0,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0797,1088.888888888889,2450.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0800,1100.0,2475.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0803,1100.0,2475.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0806,1111.111111111111,2500.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0809,1111.111111111111,2500.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0812,1020.0,2550.0,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0815,888.8888888888889,2000.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0818,1020.0,2550.0,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0821,1088.888888888889,2450.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0824,1100.0,2475.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0827,888.8888888888889,2000.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0830,1100.0,2475.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0833,1088.888888888889,2450.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0836,888.8888888888889,2000.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0839,1088.888888888889,2450.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0842,1088.888888888889,2450.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0845,888.8888888888889,2000.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0848,1100.0,2475.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0851,888.8888888888889,2000.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0854,1100.0,2475.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0857,1122.2222222222222,2525.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0860,888.8888888888889,2000.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0863,888.8888888888889,2000.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0866,1100.0,2475.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0869,1077.7777777777778,2425.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0872,1122.2222222222222,2525.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0875,1077.7777777777778,2425.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0878,1111.111111111111,2500.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0881,888.8888888888889,2000.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0884,1100.0,2475.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0887,888.8888888888889,2000.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0890,888.8888888888889,2000.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0893,1088.888888888889,2450.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0896,888.8888888888889,2000.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0899,1100.0,2475.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0902,1325.0,1666.6666666666667,1750.0,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0905,1033.3333333333333,1766.6666666666667,2000.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0908,1500.0,1675.0,1700.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0911,944.4444444444445,1633.3333333333333,1800.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0914,1387.5,1825.0,1900.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0917,1300.0,2300.0,1750.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0920,1500.0,2175.0,1650.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0923,1237.5,1600.0,1750.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0926,922.2222222222222,1633.3333333333333,1700.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0929,1144.4444444444443,1700.0,1750.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0932,1462.5,2100.0,1650.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0935,866.6666666666666,1500.0,1650.0,4600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0938,1512.5,2175.0,1700.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0941,1237.5,2200.0,1650.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0944,1512.5,2175.0,1700.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0947,1122.2222222222222,1650.0,1750.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0950,1525.0,2200.0,1700.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0953,1512.5,2175.0,1700.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0956,1550.0,2225.0,1750.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0959,975.0,1500.0,1650.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0962,1512.5,2175.0,1700.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0965,1512.5,2175.0,1700.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0968,1100.0,1650.0,1650.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0971,1550.0,2225.0,1750.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0974,1512.5,2175.0,1700.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0977,1088.888888888889,1625.0,1650.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0980,1512.5,2175.0,1700.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0983,1088.888888888889,1625.0,1650.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0986,1512.5,2175.0,1700.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0989,1088.888888888889,1625.0,1650.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0992,1512.5,2175.0,1700.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0995,1512.5,2175.0,1700.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_0998,1100.0,1650.0,1650.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_1001,1512.5,2175.0,1700.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_1004,1088.888888888889,1625.0,1650.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_explorer_1007,1088.888888888889,1625.0,1650.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
